id;lat;long;fna;gna;nam;sag;cpd;cnr;cde;nde;nba;tes;cat;dom;tel;nrs;cp1;nor;mod;mai
1834.00;-34.77895509;-58.479565107;Unidad Sanitaria Nº 5;Unidad Sanitaria;Nº 5;Dis. Ministerio de Salud BA;26000361;50062602202631;260;ESTEBAN ECHEVERRIA;NUEVE DE ABRIL;Municipal;C.A.P.S;Prayones N° 3540;011-42720946;VI;1839;UNIDAD SANITARIA Nº 5;Sin internación;
1835.00;-34.78232101;-58.489986692;Unidad Sanitaria Nº 10;Unidad Sanitaria;Nº 10;Dis. Ministerio de Salud BA;26000492;50062602202477;260;ESTEBAN ECHEVERRIA;NUEVE DE ABRIL;Municipal;C.A.P.S;Vernet N° 3809;011-42722495;VI;1839;UNIDAD SANITARIA Nº 10;Sin internación;-
1836.00;-34.81443467;-58.435431368;Unidad Sanitaria N° 12;Unidad Sanitaria;N° 12;Dis. Ministerio de Salud BA;26000743;50062602202491;260;ESTEBAN ECHEVERRIA;LUIS GUILLON;Municipal;C.A.P.S;Juan de Garay N° 1940;011-42903727;VI;1838;UNIDAD SANITARIA N° 12;Sin internación;
1837.00;-34.78663939;-58.473702373;Unidad Sanitaria Nº 11;Unidad Sanitaria;Nº 11;Dis. Ministerio de Salud BA;26000549;50062602202485;260;ESTEBAN ECHEVERRIA;LUIS GUILLON;Municipal;C.A.P.S;Prayones y Maxer;;VI;1838;Unidad Sanitaria N° 11;Sin internación;
1838.00;-34.81770714;-58.491215798;Unidad Sanitaria Nº 2;Unidad Sanitaria;Nº 2;Dis. Ministerio de Salud BA;26000093;50062602202548;260;ESTEBAN ECHEVERRIA;EL JAGUEL;Municipal;C.A.P.S;12 de Octubre N° 1379;011-42964218;VI;1842;Unidad Sanitaria N° 2;Sin internación;
1839.00;-34.85694459;-58.498007651;Unidad Sanitaria N° 7;Unidad Sanitaria;N° 7;Dis. Ministerio de Salud BA;26000573;50062602202397;260;ESTEBAN ECHEVERRIA;CANNING;Municipal;C.A.P.S;M. Angel y Toledo S/N;011-42329585;VI;1842;UNIDAD SANITARIA N° 7;Sin internación;
1840.00;-34.78762283;-58.459269472;Unidad Sanitaria Nº 13;Unidad Sanitaria;Nº 13;Dis. Ministerio de Salud BA;26000581;50062602202502;260;ESTEBAN ECHEVERRIA;LUIS GUILLON;Municipal;C.A.P.S;Nicaragua y Cepeda S/N;011-42729539;VI;1838;Unidad Sanitaria N° 13;Sin internación;
1841.00;-34.85257304;-58.478005469;Unidad Sanitaria Nº 8;Unidad Sanitaria;Nº 8;Dis. Ministerio de Salud BA;26000603;50062602202665;260;ESTEBAN ECHEVERRIA;MONTE GRANDE;Municipal;C.A.P.S;Pizurno y San Pedrito s/n;011-42350551;VI;1842;Unidad Sanitaria N° 8;Sin internación;
1842.00;-34.81993362;-58.503865299;Unidad Sanitaria Nº 9;Unidad Sanitaria;Nº 9;Dis. Ministerio de Salud BA;26000310;50062602202684;260;ESTEBAN ECHEVERRIA;EL JAGUEL;Municipal;C.A.P.S;Matheu N° 2665;011-42325210;VI;1842;Unidad Sanitaria N° 9;Sin internación;
1843.00;-34.84353182;-58.439207350;Unidad Sanitaria Nro.16;Unidad Sanitaria;Nro.16;Dis. Ministerio de Salud BA;26000646;50062602202521;260;ESTEBAN ECHEVERRIA;MONTE GRANDE;Municipal;C.A.P.S;Fitz Roy y Mercedes S/N;;VI;1842;UNIDAD SANITARIA N°16;Sin internación;
1844.00;-34.84036588;-58.466947700;Centro Municipal de Discapacidad y Rehabilitación;Centro;Municipal de Discapacidad y Rehabilitación;Dis. Ministerio de Salud BA;26000948;50062602202502;260;ESTEBAN ECHEVERRIA;LUIS GUILLON;Municipal;C.A.P.S;Catalina N° 330;;VI;1838;Centro Municipal de Discapacidad y Rehabilitación;Sin internación;
1845.00;-34.77571746;-58.478587831;Unidad Sanitaria Nº 19;Unidad Sanitaria;Nº 19;Dis. Ministerio de Salud BA;26000671;50062602202544;260;ESTEBAN ECHEVERRIA;NUEVE DE ABRIL;Municipal;C.A.P.S;Colonia Monte Grandre N° 4914;011-46932111;VI;1839;UNIDAD SANITARIA Nº 19;Sin internación;
1846.00;-34.84128017;-58.500256496;Unidad Sanitaria N° 20;Unidad Sanitaria;N° 20;Dis. Ministerio de Salud BA;26000697;50062602202558;260;ESTEBAN ECHEVERRIA;MONTE GRANDE;Municipal;C.A.P.S;Estrada N° 697;011-42953221;VI;1842;UNIDAD SANITARIA N° 20;Sin internación;
1847.00;-34.83215920;-58.502383630;Unidad Sanitaria N° 24;Unidad Sanitaria;N° 24;Dis. Ministerio de Salud BA;26000808;50062602201076;260;ESTEBAN ECHEVERRIA;EL JAGUEL;Municipal;C.A.P.S;Norberto López y Florencio Sanchez S/N;011-42953606;VI;1842;Unidad Sanitaria N° 24;Sin internación;
1848.00;-34.82043827;-58.473463072;Movil Munic. N° 22;Movil;Munic. N° 22;Dis. Ministerio de Salud BA;26000557;50062602201343;260;ESTEBAN ECHEVERRIA;MONTE GRANDE;Municipal;Unidad Móvil;Mariano Acosta N° 481;011-42902221;VI;1842;MOVIL MUNICIPAL NRO 22;Sin internación;
1849.00;-34.82049617;-58.473589798;Unidad Móvil Domic. N° 21;Unidad;Móvil Domic. N° 21;Dis. Ministerio de Salud BA;26000701;50062602201343;260;ESTEBAN ECHEVERRIA;MONTE GRANDE;Municipal;Unidad Móvil;M. Acosta N° 481;;VI;1842;Unidad Móvil Domic.N° 21;Sin internación;
2168.00;-34.95754810;-58.002345909;Consultorio Externo-Adicciones;Consultorio Externo;Consultorio Externo-Adicciones;Dis. Ministerio de Salud BA;44106964;50064412119719;441;LA PLATA;EL RETIRO;Provincial;Salud Mental - Adicciones;CIC Calle 46 e/154 y 155 El Retiro;0221-4140291/1562383;XI;1900;Consultorio Externo-Adicciones;Sin internación;
1850.00;-34.79662859;-58.455426251;Unidad Sanitaria N° 40;Unidad Sanitaria;N° 40;Dis. Ministerio de Salud BA;26000719;;260;ESTEBAN ECHEVERRIA;MONTE GRANDE;Municipal;C.A.P.S;José Hernandez N° 748;;VI;1842;Unidad Sanitaria N° 40 C. Deporte;Sin internación;
1851.00;-34.82057103;-58.473739504;Unidad Sanitaria N° 41;Unidad Sanitaria;N° 41;Dis. Ministerio de Salud BA;26000727;50062602201343;260;ESTEBAN ECHEVERRIA;MONTE GRANDE;Municipal;C.A.P.S;M. Acosta N° 481;011-42902221;VI;1842;Unidad Sanitaria N° 41 (Libreta Sanitaria);Sin internación;
1852.00;-34.81791726;-58.465937720;Unidad Sanitaria N° 42;Unidad Sanitaria;N° 42;Dis. Ministerio de Salud BA;26000735;;260;ESTEBAN ECHEVERRIA;MONTE GRANDE;Municipal;C.A.P.S;Sofía T. Santamarina N° 455;;VI;1842;Unidad Sanitaria N° 42 (L. Conducir);Sin internación;
1853.00;-34.75004761;-58.494886783;Unidad Sanitaria N° 25;Unidad Sanitaria;N° 25;Dis. Ministerio de Salud BA;26000816;50062602202575;260;ESTEBAN ECHEVERRIA;NUEVE DE ABRIL;Municipal;C.A.P.S;Santos Vega y San Juan S/N;-;VI;1839;UNIDAD SANITARIA Nº 25;Sin internación;
1854.00;-34.84068730;-58.466713308;Unidad Sanitaria Nº 17;Unidad Sanitaria;Nº 17;Dis. Ministerio de Salud BA;26000654;50062602202531;260;ESTEBAN ECHEVERRIA;MONTE GRANDE;Municipal;C.A.P.S;Liñan y Batippedes S/N;011-43960215;VI;1842;Unidad Sanitaria N° 17;Sin internación;
1855.00;-34.85280764;-58.478482263;Unidad Sanitaria N° 23 Zoonosis;Unidad Sanitaria;N° 23 Zoonosis;Dis. Ministerio de Salud BA;26000751;50062602220020;260;ESTEBAN ECHEVERRIA;MONTE GRANDE;Municipal;C.A.P.S;San Pedrito N° 2442;011-42350801;VI;1842;Unidad Sanitaria N° 23 Zoonosis;Sin internación;
1857.00;-34.78111103;-58.253174532;Unidad Sanitaria Nro. 31;Unidad Sanitaria;Nro. 31;Dis. Ministerio de Salud BA;09100753;50060912202599;091;BERAZATEGUI;BERAZATEGUI;Municipal;C.A.P.S;Calle 107 e/11 y 12 S/N Bo. San Pedro;-;VI;1884;Unidad Sanitaria N° 31;Sin internación;
1858.00;-34.78067832;-58.170112147;Unidad Sanitaria Nº 33;Unidad Sanitaria;Nº 33;Dis. Ministerio de Salud BA;09100788;50060912202601;091;BERAZATEGUI;PLATANOS;Municipal;C.A.P.S;Calle 161 y 45 S/N Bo. 3 de Junio;-;VI;1884;Unidad Sanitaria N° 33;Sin internación;
1859.00;-34.77092189;-58.226568993;Dirección de Salud Mental;Dirección;de Salud Mental;Dis. Ministerio de Salud BA;09100575;;091;BERAZATEGUI;BERAZATEGUI;Municipal;Dirección;Calle 14 e/131 y 131A S/N;011-42167962;VI;1884;Dirección de Salud Mental;Sin internación;
1860.00;-34.77857937;-58.237064252;Unidad Sanitaria Nº 4;Unidad Sanitaria;Nº 4;Dis. Ministerio de Salud BA;09100273;50060912202615;091;BERAZATEGUI;BERAZATEGUI;Municipal;C.A.P.S;Av. Dardo Rocha e/15 y 15 A S/N Bo. N. Videla;-;VI;1884;Unidad Sanitaria N° 4;Sin internación;
1861.00;-34.87737448;-58.173055379;Unidad Sanitaria Nº 11;Unidad Sanitaria;Nº 11;Dis. Ministerio de Salud BA;09100079;50060912202479;091;BERAZATEGUI;CENTRO AGRICOLA  EL   PATO;Municipal;C.A.P.S;Calle 517 y 611;02229-491004/1920;VI;1893;Unidad Sanitaria N° 11;Sin internación;
1862.00;-34.76881346;-58.184212687;Unidad Sanitaria Nº 6;Unidad Sanitaria;Nº 6;Dis. Ministerio de Salud BA;09100281;50060912202641;091;BERAZATEGUI;BERAZATEGUI;Municipal;C.A.P.S;Calle 160 e/30 y 31 Villa Mitre;-;VI;1884;Unidad Sanitaria N° 6;Sin internación;
1863.00;-34.78882678;-58.161503183;Unidad Sanitaria Nº 2;Unidad Sanitaria;Nº 2;Dis. Ministerio de Salud BA;09100192;53060912203183;091;BERAZATEGUI;GUILLERMO E. HUDSON;Municipal;C.A.P.S;Calle 159 e/54 y 55 S/N Bo. Villa Matilde;011-42152906;VI;1885;Unidad Sanitaria N° 2;Sin internación;
1864.00;-34.77764255;-58.251193264;Unidad Sanitaria Nº 15;Unidad Sanitaria;Nº 15;Dis. Ministerio de Salud BA;09100354;50060912202512;091;BERAZATEGUI;BERAZATEGUI;Municipal;C.A.P.S;Calle 110 y 9 S/N Bo. Güemes;011-42613431;VI;1884;Unidad Sanitaria N° 15;Sin internación;
1865.00;-34.78269676;-58.238145249;Unidad Sanitaria Nº 20;Unidad Sanitaria;Nº 20;Dis. Ministerio de Salud BA;09100532;50060912202560;091;BERAZATEGUI;BERAZATEGUI;Municipal;C.A.P.S;Calle 116 A esq. 18 Bo. La Primavera;011-42614673;VI;1884;Unidad Sanitaria N° 20;Sin internación;
1866.00;-34.77099860;-58.226679770;Centro de Diag. y Trat. Dr. J. A. Sábatto;Centro;de Diag. y Trat. Dr. J. A. Sábatto;Dis. Ministerio de Salud BA;09100222;53060912203182;091;BERAZATEGUI;BERAZATEGUI;Municipal;C.A.P.S;Calle 14 y 131 N° 3111;011-42561216;VI;1884;Centro de Diagnóstico y Tratamiento Dr. Javier A. Sábatto;Sin internación;
1867.00;-34.76705765;-58.229965029;Unidad Sanitaria N° 8 (Ctro. E.T.S. y Sida);Unidad Sanitaria;N° 8 (Ctro. E.T.S. y Sida);Dis. Ministerio de Salud BA;09100664;50060912217882;091;BERAZATEGUI;BERAZATEGUI;Municipal;C.A.P.S;Calle 10 e/131 y 132;011-42568049;VI;1884;Unidad Sanitaria N° 8 (Centro E.T.S. y Sida);Sin internación;
1868.00;-34.74848603;-58.208160371;Unidad Sanitaria Nº 16;Unidad Sanitaria;Nº 16;Dis. Ministerio de Salud BA;09100508;50060912202517;091;BERAZATEGUI;BERAZATEGUI;Municipal;C.A.P.S;Calle 5 y 156 S/N UOCRA;-;VI;1884;Unidad Sanitaria N° 16;Sin internación;
1869.00;-34.75977315;-58.192106427;Unidad Sanitaria Nº 18;Unidad Sanitaria;Nº 18;Dis. Ministerio de Salud BA;09100516;50060912202534;091;BERAZATEGUI;BERAZATEGUI;Municipal;C.A.P.S;Calle 20 e/161 y 162 Bo. Gral. Belgrano;011-43950552;VI;1884;Unidad Sanitaria N° 18;Sin internación;
1870.00;-34.77683084;-58.202284475;Centro de Salud Nº 17;Centro de Salud;Nº 17;Dis. Ministerio de Salud BA;09100389;50060912215013;091;BERAZATEGUI;VILLA ESPAÑA;Municipal;C.A.P.S;Calle 144 e/28 y 29 S/N;-;VI;1884;Unidad Sanitaria N° 17;Sin internación;
1871.00;-34.78372739;-58.175294468;Unidad Sanitaria Nº 10;Unidad Sanitaria;Nº 10;Dis. Ministerio de Salud BA;09100095;50060912202476;091;BERAZATEGUI;PLATANOS;Municipal;C.A.P.S;Calle 157 e/43 y 44 S/N;-;VI;1884;Unidad Sanitaria N° 10;Sin internación;
1872.00;-34.82651487;-58.170305293;Unidad Sanitaria Nº 28;Unidad Sanitaria;Nº 28;Dis. Ministerio de Salud BA;09100621;50060912215018;091;BERAZATEGUI;BERAZATEGUI;Municipal;C.A.P.S;Calle 75 e/126 y 126 - Bo. Las Hermanas;-;VI;1890;Unidad Sanitaria N° 28;Sin internación;
1873.00;-34.81769345;-58.189332797;Unidad Sanitaria Nº 25;Unidad Sanitaria;Nº 25;Dis. Ministerio de Salud BA;09100419;50060912216396;091;BERAZATEGUI;GUILLERMO E. HUDSON;Municipal;C.A.P.S;Calle 58 e/119 y 120 S/N;011-49442151;VI;1885;Unidad Sanitaria N° 25;Sin internación;
1874.00;-34.76875977;-58.248619169;Unidad Sanitaria N° 26;Unidad Sanitaria;N° 26;Dis. Ministerio de Salud BA;09100591;50060912202578;091;BERAZATEGUI;BERAZATEGUI;Municipal;C.A.P.S;Calle 4 e/117 y 117 B;011-42613438;VI;1884;Unidad Sanitaria N° 26;Sin internación;
1875.00;-34.76155820;-58.237764946;Unidad Sanitaria Nº 21;Unidad Sanitaria;Nº 21;Dis. Ministerio de Salud BA;09100541;50060912202563;091;BERAZATEGUI;BERAZATEGUI;Municipal;C.A.P.S;Calle 3 e/129 y 129 A S/N Los Ciruelos;-;VI;1884;Unidad Sanitaria N° 21;Sin internación;
1876.00;-34.79053037;-58.209497524;Centro de Salud Nº 22;Centro de Salud;Nº 22;Dis. Ministerio de Salud BA;09100397;50060912201295;091;BERAZATEGUI;RANELAGH;Municipal;C.A.P.S;Calle 359 e/303 y 304 S/N;-;VI;1886;Centro de Salud N° 22;Sin internación;
1877.00;-34.80167468;-58.211959869;Unidad Sanitaria Nº 19;Unidad Sanitaria;Nº 19;Dis. Ministerio de Salud BA;09100524;50060912215015;091;BERAZATEGUI;CARLOS TOMAS  SOURIGUES;Municipal;C.A.P.S;Calle 262 A esq. 216 S/N Centenario Sur;-;VI;1884;Unidad Sanitaria N° 19;Sin internación;
1878.00;-34.77868718;-58.188150821;Unidad Sanitaria Nº 14;Unidad Sanitaria;Nº 14;Dis. Ministerio de Salud BA;09100346;50060912202503;091;BERAZATEGUI;VILLA ESPAÑA;Municipal;C.A.P.S;Calle 151 A esq. 35 s/n;011-42231123;VI;1884;Unidad Sanitaria N° 14;Sin internación;
1879.00;-34.83225614;-58.181937773;Unidad Sanitaria Nº 3;Unidad Sanitaria;Nº 3;Dis. Ministerio de Salud BA;09100176;50060912202021;091;BERAZATEGUI;J. M. GUTIERREZ;Municipal;C.A.P.S;Calle 457 A esq. 415 S/N;;VI;1890;Unidad Sanitaria N° 3;Sin internación;
1880.00;-34.78118187;-58.228381021;Unidad Sanitaria Nº 9;Unidad Sanitaria;Nº 9;Dis. Ministerio de Salud BA;09100583;50060912202675;091;BERAZATEGUI;BERAZATEGUI;Municipal;C.A.P.S;Calle 21 y 125 S/N;-;VI;1884;Unidad Sanitaria N° 9;Sin internación;
1881.00;-34.76519192;-58.191131054;Unidad Sanitaria Nº 5;Unidad Sanitaria;Nº 5;Dis. Ministerio de Salud BA;09100362;50060912202627;091;BERAZATEGUI;BERAZATEGUI;Municipal;C.A.P.S;Calle 159 B e/23 y 24 S/N Bo. Jacarandá;011-43952056;VI;1884;Unidad Sanitaria N° 5;Sin internación;
1882.00;-34.79167243;-58.235214107;Unidad Sanitaria Nº 13;Unidad Sanitaria;Nº 13;Dis. Ministerio de Salud BA;09100338;50060912202501;091;BERAZATEGUI;BERAZATEGUI;Municipal;C.A.P.S;Calle 114 Esq. 26 S/N El Vidrio;011-43910342;VI;1884;Unidad Sanitaria N° 13;Sin internación;
1883.00;-34.78852275;-58.150569587;Unidad Sanitaria Nº 23;Unidad Sanitaria;Nº 23;Dis. Ministerio de Salud BA;09100559;50060912215016;091;BERAZATEGUI;GUILLERMO E. HUDSON;Municipal;C.A.P.S;Calle 59 y 165 S/N A.O.T. Pueblo Nuevo;00000000-;VI;1885;Unidad Sanitaria N° 23;Sin internación;
1884.00;-34.76403016;-58.245953078;Unidad Sanitaria Nº 24;Unidad Sanitaria;Nº 24;Dis. Ministerio de Salud BA;09100656;50060912202569;091;BERAZATEGUI;BERAZATEGUI;Municipal;C.A.P.S;Calle 122 e/1 y 2 S/N Bo. 1° de Mayo;-;VI;1884;Unidad Sanitaria N° 24;Sin internación;
1885.00;-34.80749518;-58.190974006;Unidad Sanitaria Nº 27;Unidad Sanitaria;Nº 27;Dis. Ministerio de Salud BA;09100681;50060912202579;091;BERAZATEGUI;GUILLERMO E. HUDSON;Municipal;C.A.P.S;Calle 50 e/127 y 128 S/N Kenedy Norte;-;VI;1885;Unidad Sanitaria N° 27;Sin internación;
1886.00;-34.76027040;-58.188695152;Centro de Salud Animal y Zoonosis;Centro de Salud;Animal y Zoonosis;Dis. Ministerio de Salud BA;09100290;;091;BERAZATEGUI;BERAZATEGUI;Municipal;C.A.P.S;Calle 163 y 21 S/N;011-43950145;VI;1884;Centro de Salud Animal y Zoonosis;Sin internación;
1887.00;-34.79749116;-58.172042303;Unidad Sanitaria Nº 12;Unidad Sanitaria;Nº 12;Dis. Ministerio de Salud BA;09100320;50060912202489;091;BERAZATEGUI;GUILLERMO E. HUDSON;Municipal;C.A.P.S;Calle 149 y 54 S/N Bo. Bustillo;-;VI;1885;Unidad Sanitaria N° 12;Sin internación;
1888.00;-34.79040963;-58.187944018;Unidad Sanitaria N° 29;Unidad Sanitaria;N° 29;Dis. Ministerio de Salud BA;09100401;50060912202583;091;BERAZATEGUI;RANELAGH;Municipal;C.A.P.S;Av. Nicolás Milazzo y 368 Bo. Luz;011-42231120;VI;1886;Unidad Sanitaria N° 29;Sin internación;
1889.00;-34.75331912;-58.200806080;Unidad Sanitaria Nº 32;Unidad Sanitaria;Nº 32;Dis. Ministerio de Salud BA;09100761;50060912215019;091;BERAZATEGUI;BERAZATEGUI;Municipal;C.A.P.S;Calle 11 y 159 S/N Bo. Asunción;;VI;1884;Unidad Sanitaria N° 32;Sin internación;
1890.00;-34.78395186;-58.239745285;Dirección de Epidemiología;Dirección;de Epidemiología;Dis. Ministerio de Salud BA;09100605;50060912215011;091;BERAZATEGUI;BERAZATEGUI;Municipal;Dirección;Calle 115 e/18 y 19 S/N Bo. Primavera;011-42614673;VI;1884;Dirección de Epidemiología;Sin internación;
1891.00;-34.77151289;-58.227666203;Centro Prev. y Asist. a la Violencia Familiar;Centro;Prev. y Asist. a la Violencia Familiar;Dis. Ministerio de Salud BA;09100630;;091;BERAZATEGUI;BERAZATEGUI;Municipal;Dirección;Calle 14 N° 3154;011-42567207;VI;1884;Ctro. Prevención y Asist. a la Violencia Familiar;Sin internación;
1892.00;-34.79747841;-58.231750097;Movil JORNADAS SOLIDARIAS DE SALUD;Movil;JORNADAS SOLIDARIAS DE SALUD;Dis. Ministerio de Salud BA;09100702;53060912203182;091;BERAZATEGUI;BERAZATEGUI;Municipal;Unidad Móvil;Sevilla y Camino Gral. Belgrano S/N;011-42562998;VI;1884;JORNADAS SOLIDARIAS DE SALUD MOVIL;Sin internación;
1893.00;-34.77103544;-58.226769282;Programa P/el Control de Enf. Crónicas Prevalentes;Programa;P/el Control de Enf. Crónicas Prevalentes;Dis. Ministerio de Salud BA;09100699;;091;BERAZATEGUI;BERAZATEGUI;Municipal;C.A.P.S;Calle 14 y 131 N° 3111;011-42561216;VI;1884;Programa para el control de Enf. Crónicas Prevalentes;Sin internación;
1894.00;-34.76121616;-58.209750278;Dirección de Inpec. y Tránsito;Dirección;de Inpec. y Tránsito;Dis. Ministerio de Salud BA;09100729;;091;BERAZATEGUI;BERAZATEGUI;Municipal;Dirección;Calle 148 e/13 y 14 S/N;011-42562290;VI;1884;Dirección de Inspección y Tránsito;Sin internación;
1895.00;-34.76445893;-58.205968376;Consultorio de Medicina Deportiva;Consultorio;de Medicina Deportiva;Dis. Ministerio de Salud BA;09100800;;091;BERAZATEGUI;BERAZATEGUI;Municipal;C.A.P.S;Calle 148 y 18 A S/N;-;VI;1884;Consultorio de Medicina Deportiva-Gimnasio Municipal;Sin internación;
1896.00;-34.79759693;-58.231492674;Centro de Emergencias Médicas;Centro;de Emergencias Médicas;Dis. Ministerio de Salud BA;09100907;53060912217012;091;BERAZATEGUI;CARLOS TOMAS  SOURIGUES;Municipal;Emergencias;Camino Gral. Belgrano e/Sevilla y 202;;VI;1884;Coordinación de Emergencias Médicas;Sin internación;
1897.00;-34.77679579;-58.264995091;Centro Médico Municipal;Centro Médico;Municipal;Dis. Ministerio de Salud BA;27400247;53062742203170;274;FLORENCIO VARELA;FLORENCIO VARELA;Municipal;C.A.P.S;Av. Calchaquí N° 6263;011-42758520;VI;1888;Consultorio Médico Municipal;Sin internación;
1898.00;-34.77690322;-58.264904844;Equipo Móvil;Equipo;Móvil;Dis. Ministerio de Salud BA;27401006;53062742203170;274;FLORENCIO VARELA;FLORENCIO VARELA;Municipal;Unidad Móvil;Av. Calchaquí N° 6269;011-42758735/18;VI;1888;Equipo Móvil;Sin internación;
1899.00;-34.78131005;-58.211902445;Hosp. Zonal Gral. de  Ag. Evita Pueblo;Hosp. Zonal;Gral. de  Ag. Evita Pueblo;Dis. Ministerio de Salud BA;09100711;10060912100383;091;BERAZATEGUI;BERAZATEGUI;Provincial;Hospital;Calle 136 e/27 y 28;011-42232992/97;VI;1884;Hospital Zonal General de Agudos Descentralizado Evita Pueblo;Con Internación;
1900.00;-34.79946402;-58.231278704;Unidad Sanitaria N° 35;Unidad Sanitaria;N° 35;Dis. Ministerio de Salud BA;09100818;50060912215012;091;BERAZATEGUI;BERAZATEGUI;Municipal;C.A.P.S;Calle 203 e/254 y 255(Sourigues);-;VI;1884;Unidad Sanitaria N° 35;Sin internación;
1901.00;-34.80502494;-58.184135892;Unidad Sanitaria N° 36;Unidad Sanitaria;N° 36;Dis. Ministerio de Salud BA;09100885;50060912215020;091;BERAZATEGUI;BARRIO MARITIMO;Municipal;C.A.P.S;Calle 52 e/ 134 y 135 Bo.Marítimo;00000000-;VI;1885;Unidad Sanitaria N° 36;Sin internación;
1902.00;-34.80674874;-58.191127721;Centro de Día Para Discapac. S. Motores;Centro;de Día Para Discapac. S. Motores;Dis. Ministerio de Salud BA;09100737;52060912207031;091;BERAZATEGUI;GUILLERMO E. HUDSON;Municipal;Centro de día;Calle 128 e/49 y 50 N° 5049;02229-452060;VI;1885;Centro de Día (para Discapacitados Severos Motores);Sin internación;
1903.00;-34.79729073;-58.232125548;Unidad Sanitaria Movil N` 37;Unidad Sanitaria;Movil N` 37;Dis. Ministerio de Salud BA;09100915;53060912203182;091;BERAZATEGUI;BERAZATEGUI;Municipal;C.A.P.S;Camino Gral. Belgrano y Sevilla;011-43911078;VI;1884;Unidad Sanitaria N° 37;Sin internación;
1904.00;-34.79737474;-58.231978328;Unidad Sanitaria Movil N` 38;Unidad Sanitaria;Movil N` 38;Dis. Ministerio de Salud BA;09100923;53060912203183;091;BERAZATEGUI;BERAZATEGUI;Municipal;C.A.P.S;Camino Gral. Belgrano y Sevilla;011-43911078;VI;1884;Unidad Sanitaria N° 38;Sin internación;
1905.00;-34.76699599;-58.229797500;Centro Oftalmológico Clínico Quirúrgico San Camilo;Centro;Oftalmológico Clínico Quirúrgico San Camilo;Dis. Ministerio de Salud BA;09100940;14060912216371;091;BERAZATEGUI;BERAZATEGUI;Municipal;C.A.P.S;Calle 10 N° 3126 e/131 y 132;;VI;1884;Centro Oftalmológico Quirúrgico San Camilo;Sin internación;
1906.00;-34.76176852;-58.217140938;C.P.A.(GABA y Com. de 1/2 Día)-Adicciones;C.P.A.;(GABA y Com. de 1/2 Día)-Adicciones;Dis. Ministerio de Salud BA;09101083;50060912119639;091;BERAZATEGUI;BERAZATEGUI;Provincial;Salud Mental - Adicciones;Calle 11 N° 4247 e/142 y 143;011-42564504;VI;1884;C.P.A.(GABA y Com. de 1/2 Día)-Adicciones;Sin internación;
1907.00;-34.76555235;-58.181284824;Casa del Adolescente;Casa;del Adolescente;Dis. Ministerio de Salud BA;09101113;;091;BERAZATEGUI;BERAZATEGUI;Municipal;Casa de Adolescentes;Calle 30 e/ 163 y 164;;VI;1884;Casa del Adolescente;Sin internación;
1908.00;-34.77112333;-58.226952796;Centro Odontologico Municipal-Berazategui;Centro Odontologico;Municipal-Berazategui;Dis. Ministerio de Salud BA;09101121;50060912216422;091;BERAZATEGUI;BERAZATEGUI;Municipal;C.A.P.S;Calle 14 N° 3118 e/131 y 132;;VI;1884;Centro Odontológico Municipal;Sin internación;
1909.00;-34.79999206;-58.174280943;UPA 10;UPA;10;Dis. Ministerio de Salud BA;09101156;50060912118890;091;BERAZATEGUI;GUILLERMO E. HUDSON;Provincial;U.P.A.;Av. Benjber y 147;1127144449;VI;1885;UPA 10;Con Internación;seergio2019@gmail.com
1910.00;-34.77778343;-58.262023375;Centro de Rehabilitacion Dep. Municipal;Centro de Rehabilitacion;Dep. Municipal;Dis. Ministerio de Salud BA;09101148;50060912216625;091;BERAZATEGUI;BERAZATEGUI;Municipal;C.A.P.S;Calle 5 Nº 151;;VI;1884;Centro de Rehabilitación Deportiva Municipal;Sin internación;
1911.00;-34.84123653;-58.368871415;Unidad Sanitaria N° 1 - Mtro. Rivadavia;Unidad Sanitaria;N° 1 - Mtro. Rivadavia;Dis. Ministerio de Salud BA;02800229;50060282202467;028;ALMIRANTE BROWN;BURZACO;Municipal;C.A.P.S;25 de Mayo e/Cardenas y Sandoval Bo. Ministro Rivadavia;011-42792242;VI;1852;Unidad Sanitaria N° 1 Ministro Rivadavia;Sin internación;
1912.00;-34.88144823;-58.400526792;Unidad Sanitaria Los Alamos;Unidad Sanitaria;Los Alamos;Dis. Ministerio de Salud BA;02800245;50060282202650;028;ALMIRANTE BROWN;GLEW;Municipal;C.A.P.S;Julián Aguirre y Santa Clara S/N Bo. Los Alamos;02224-423357;VI;1856;Unidad Sanitaria N° 6 Los Alamos;Sin internación;
1913.00;-34.78098033;-58.337632286;Unidad Sanitaria Rafael Calzada;Unidad Sanitaria;Rafael Calzada;Dis. Ministerio de Salud BA;02800377;50060282202520;028;ALMIRANTE BROWN;RAFAEL CALZADA;Municipal;C.A.P.S;Av. San Martín y San Carlos N° 4900 Bo. San Gerónimo;011-42368122;VI;1847;Unidad Sanitaria N° 16 Rafael Calzada;Sin internación;
1914.00;-34.78044713;-58.324064963;Unidad Sanitaria San Agustín;Unidad Sanitaria;San Agustín;Dis. Ministerio de Salud BA;02800610;50060282202530;028;ALMIRANTE BROWN;RAFAEL CALZADA;Municipal;C.A.P.S;Gorriti y Charcas;011-42110022;VI;1847;Unidad Sanitaria N° 17 San Agustín;Sin internación;
